거래일시,연월,주문번호,고객ID,상품코드,수량,매출,단가,구매채널,디지털채널,결제수단,배송유형,카테고리,상품명,시도,권역
2021-05-05,2021-05-01,551966,15356,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",울산,비수도권
2021-05-05,2021-05-01,551966,15356,84879,1,7553,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,울산,비수도권
2021-05-05,2021-05-01,551966,15356,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,울산,비수도권
2021-05-05,2021-05-01,551967,16457,85123A,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-05,2021-05-01,551967,16457,84879,3,22660,7553,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-05,2021-05-01,551976,15061,22423,4,380472,95118,오프라인,,계좌이체,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-05-05,2021-05-01,551978,17527,22423,1,110754,110754,온라인,앱,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-05,2021-05-01,551979,14199,22423,3,285354,95118,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-05-05,2021-05-01,551981,13694,85123A,32,364704,11397,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,충북,비수도권
2021-05-05,2021-05-01,551982,15023,85123A,6,68382,11397,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-05,2021-05-01,551982,15023,85099B,1,9296,9296,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-05,2021-05-01,551982,15023,22386,1,18068,18068,온라인,앱,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-05-05,2021-05-01,551982,15023,20725,1,7375,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,경기,수도권
2021-05-05,2021-05-01,551982,15023,84879,2,15107,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-05,2021-05-01,551982,15023,23298,1,42999,42999,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-05,2021-05-01,551982,15023,23284,1,35532,35532,온라인,앱,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-05,2021-05-01,551982,15023,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-05,2021-05-01,551983,17735,47566,1,22124,22124,온라인,PC웹,계좌이체,새벽배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-05,2021-05-01,551985,12395,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-05-05,2021-05-01,551986,13888,85123A,2,26370,13185,온라인,PC웹,카드,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-05,2021-05-01,551986,13888,47566,1,22124,22124,온라인,PC웹,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-05,2021-05-01,551987,15005,85123A,2,26370,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-05,2021-05-01,551987,15005,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-05-05,2021-05-01,551987,15005,20725,1,7375,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,서울,수도권
2021-05-05,2021-05-01,551987,15005,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-05,2021-05-01,551987,15005,23284,1,35532,35532,오프라인,,카드,매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,서울,수도권
2021-05-05,2021-05-01,551989,14423,85123A,11,125367,11397,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,대구,비수도권
2021-05-05,2021-05-01,551991,14697,47566,1,22124,22124,온라인,PC웹,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-05,2021-05-01,551992,12747,85123A,1,13185,13185,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-05,2021-05-01,551992,12747,82484,4,234538,58634,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Food,NexGard Chew for Dogs,경기,수도권
2021-05-05,2021-05-01,551992,12747,84879,3,22660,7553,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-05,2021-05-01,551993,14697,22502,1,26593,26593,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Electronics,Indoor Pet Camera,경기,수도권
2021-05-05,2021-05-01,551994,12868,85123A,1,13185,13185,온라인,앱,카드,새벽배송,Disposables,Dog and Puppy Pads,제주,비수도권
2021-05-05,2021-05-01,551994,12868,84879,2,15107,7553,온라인,앱,카드,새벽배송,Cleanig Supplies,Pet Odor Eliminator,제주,비수도권
2021-05-05,2021-05-01,551994,12868,22960,1,18995,18995,온라인,앱,카드,새벽배송,Grooming,Rechargeable Pet Nail Grinder,제주,비수도권
2021-05-05,2021-05-01,551994,12868,22423,1,110754,110754,온라인,앱,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,제주,비수도권
2021-05-05,2021-05-01,552004,17522,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-05,2021-05-01,552005,15491,47566,2,44247,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경남,비수도권
2021-05-05,2021-05-01,552007,13269,22502,1,26593,26593,온라인,앱,카드,택배배송,Electronics,Indoor Pet Camera,서울,수도권
2021-05-05,2021-05-01,552007,13269,22197,2,14767,7384,온라인,앱,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,서울,수도권
2021-05-05,2021-05-01,552010,14713,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,대구,비수도권
2021-05-05,2021-05-01,552010,14713,20725,1,7375,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,대구,비수도권
2021-05-05,2021-05-01,552011,13867,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-05,2021-05-01,552011,13867,82484,1,69058,69058,온라인,앱,카드,택배배송,Food,NexGard Chew for Dogs,경기,수도권
2021-05-05,2021-05-01,552013,12451,85099B,7,65075,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-05,2021-05-01,552013,12451,47566,2,44247,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-05,2021-05-01,552013,12451,20725,4,29498,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,경기,수도권
2021-05-05,2021-05-01,552018,16817,22502,2,53186,26593,온라인,앱,계좌이체,택배배송,Electronics,Indoor Pet Camera,경북,비수도권
2021-05-05,2021-05-01,552023,17624,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",인천,수도권
2021-05-05,2021-05-01,552025,13969,85099B,2,18593,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경북,비수도권
2021-05-05,2021-05-01,552025,13969,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경북,비수도권
2021-05-05,2021-05-01,552028,13969,20725,2,14749,7375,온라인,앱,계좌이체,택배배송,Grooming,Pet Grooming Brush,경북,비수도권
2021-05-05,2021-05-01,,13089,22423,-2,-190236,95118,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-05,2021-05-01,552037,13450,22960,2,33521,16760,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,경북,비수도권
2021-05-06,2021-05-01,552038,14156,22502,8,176989,22124,오프라인,,카드,매장구매,Electronics,Indoor Pet Camera,경기,수도권
2021-05-06,2021-05-01,552038,14156,20725,9,66371,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,경기,수도권
2021-05-06,2021-05-01,552039,13081,85123A,11,125367,11397,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,세종,비수도권
2021-05-06,2021-05-01,552039,13081,22502,2,53186,26593,오프라인,,카드,매장구매,Electronics,Indoor Pet Camera,세종,비수도권
2021-05-06,2021-05-01,552039,13081,47566,4,88494,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",세종,비수도권
2021-05-06,2021-05-01,552039,13081,20725,4,29498,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,세종,비수도권
2021-05-06,2021-05-01,552039,13081,23298,9,324444,36049,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,세종,비수도권
2021-05-06,2021-05-01,552039,13081,22197,4,29534,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,세종,비수도권
2021-05-06,2021-05-01,552039,13081,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,세종,비수도권
2021-05-06,2021-05-01,552040,12502,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-06,2021-05-01,552041,14273,85099B,2,18593,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-06,2021-05-01,552044,17423,79321,1,25699,25699,오프라인,,카드,매장구매,Supplements,ProBiotic Supplements for Dogs,경기,수도권
2021-05-06,2021-05-01,552045,18241,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,부산,비수도권
2021-05-06,2021-05-01,552045,18241,85099B,2,18593,9296,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,부산,비수도권
2021-05-06,2021-05-01,552046,15235,47566,1,22124,22124,온라인,PC웹,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-06,2021-05-01,552046,15235,23284,1,35532,35532,온라인,PC웹,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-06,2021-05-01,552048,17809,23298,10,360493,36049,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-06,2021-05-01,552048,17809,23284,7,211180,30169,온라인,앱,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-06,2021-05-01,552051,14796,22423,1,110754,110754,온라인,PC웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-06,2021-05-01,552053,16153,21137,1,32575,32575,오프라인,,카드,매장구매,Food,Canned Cat Food,전북,비수도권
2021-05-06,2021-05-01,552054,15062,85099B,2,18593,9296,온라인,앱,카드,당일배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-06,2021-05-01,552054,15062,23284,1,35532,35532,온라인,앱,카드,당일배송,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-06,2021-05-01,552054,15062,22960,1,18995,18995,온라인,앱,카드,당일배송,Grooming,Rechargeable Pet Nail Grinder,경기,수도권
2021-05-06,2021-05-01,552056,16353,79321,12,265483,22124,온라인,PC웹,카드,당일배송,Supplements,ProBiotic Supplements for Dogs,대전,비수도권
2021-05-06,2021-05-01,552058,15218,85123A,6,68382,11397,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,전북,비수도권
2021-05-06,2021-05-01,552058,15218,85099B,4,37186,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,전북,비수도권
2021-05-06,2021-05-01,552058,15218,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,전북,비수도권
2021-05-06,2021-05-01,552058,15218,23284,2,60337,30169,오프라인,,카드,매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,전북,비수도권
2021-05-06,2021-05-01,552059,17470,20725,2,14749,7375,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,대구,비수도권
2021-05-06,2021-05-01,552061,13001,85099B,2,18593,9296,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,충북,비수도권
2021-05-06,2021-05-01,552061,13001,47566,9,166933,18548,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",충북,비수도권
2021-05-06,2021-05-01,552061,13001,22386,2,36136,18068,온라인,앱,카드,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,충북,비수도권
2021-05-06,2021-05-01,552061,13001,84879,6,45320,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,충북,비수도권
2021-05-06,2021-05-01,552064,15874,22960,1,18995,18995,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Rechargeable Pet Nail Grinder,인천,수도권
2021-05-06,2021-05-01,552065,16729,20725,1,7375,7375,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,전남,비수도권
2021-05-06,2021-05-01,552065,16729,79321,1,25699,25699,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Supplements,ProBiotic Supplements for Dogs,전남,비수도권
2021-05-06,2021-05-01,552078,16748,22386,4,72272,18068,온라인,앱,카드,새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,제주,비수도권
2021-05-06,2021-05-01,552080,16319,79321,4,88494,22124,온라인,PC웹,카드,택배배송,Supplements,ProBiotic Supplements for Dogs,경북,비수도권
2021-05-06,2021-05-01,552108,17841,47566,5,110618,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",인천,수도권
2021-05-06,2021-05-01,552108,17841,20725,1,7375,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,인천,수도권
2021-05-06,2021-05-01,552108,17841,79321,1,25699,25699,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,ProBiotic Supplements for Dogs,인천,수도권
2021-05-06,2021-05-01,552108,17841,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,인천,수도권
2021-05-06,2021-05-01,552121,15757,84879,3,22660,7553,온라인,PC웹,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-06,2021-05-01,552127,17174,85099B,2,17431,8715,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-05-06,2021-05-01,552127,17174,22386,2,33878,16939,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-05-06,2021-05-01,552134,14944,85123A,6,68382,11397,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-05-06,2021-05-01,552139,14659,84879,2,15107,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,인천,수도권
2021-05-06,2021-05-01,552149,13365,22960,1,18995,18995,온라인,앱,카드,새벽배송,Grooming,Rechargeable Pet Nail Grinder,충북,비수도권
2021-05-06,2021-05-01,552149,13365,22423,1,110754,110754,온라인,앱,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,충북,비수도권
2021-05-06,2021-05-01,552166,13475,85123A,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,인천,수도권
2021-05-06,2021-05-01,552168,13880,47566,1,22124,22124,온라인,PC웹,카드,새벽배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",세종,비수도권
2021-05-06,2021-05-01,552170,16458,85099B,2,18593,9296,온라인,앱,카드,새벽배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-05-06,2021-05-01,552170,16458,22386,2,36136,18068,온라인,앱,카드,새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-05-06,2021-05-01,552170,16458,20725,2,14749,7375,온라인,앱,카드,새벽배송,Grooming,Pet Grooming Brush,서울,수도권
2021-05-06,2021-05-01,552176,17516,20725,1,7375,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,전북,비수도권
2021-05-06,2021-05-01,552176,17516,22423,1,110754,110754,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,전북,비수도권
2021-05-06,2021-05-01,552179,16919,23284,1,35532,35532,온라인,앱,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,강원,비수도권
2021-05-06,2021-05-01,552180,18235,20725,2,14749,7375,온라인,PC웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,경기,수도권
2021-05-06,2021-05-01,552185,12921,20725,4,29498,7375,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,경북,비수도권
2021-05-06,2021-05-01,552186,12921,84879,8,60426,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,경북,비수도권
2021-05-06,2021-05-01,552186,12921,23298,2,85997,42999,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경북,비수도권
2021-05-06,2021-05-01,552192,15258,22960,1,18995,18995,온라인,앱,카드,택배배송,Grooming,Rechargeable Pet Nail Grinder,충북,비수도권
2021-05-06,2021-05-01,552192,15258,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,충북,비수도권
2021-05-06,2021-05-01,552195,13089,22423,3,285354,95118,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-06,2021-05-01,552202,12414,47566,2,44247,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",부산,비수도권
2021-05-06,2021-05-01,552217,18170,85123A,6,68382,11397,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-06,2021-05-01,552231,17364,22502,1,26593,26593,온라인,앱,카드,택배배송,Electronics,Indoor Pet Camera,경기,수도권
2021-05-06,2021-05-01,552231,17364,23298,1,42999,42999,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-06,2021-05-01,552231,17364,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-06,2021-05-01,552233,17068,23298,2,85997,42999,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-06,2021-05-01,552235,15194,22386,4,72272,18068,온라인,앱,카드,새벽배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,충남,비수도권
2021-05-06,2021-05-01,552235,15194,84879,3,22660,7553,온라인,앱,카드,새벽배송,Cleanig Supplies,Pet Odor Eliminator,충남,비수도권
2021-05-06,2021-05-01,552235,15194,22423,1,110754,110754,온라인,앱,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,충남,비수도권
2021-05-06,2021-05-01,552238,14403,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,강원,비수도권
2021-05-06,2021-05-01,552239,14056,85099B,1,9296,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-05-06,2021-05-01,552239,14056,20725,1,7375,7375,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Grooming Brush,서울,수도권
2021-05-06,2021-05-01,552239,14056,23298,1,42999,42999,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-06,2021-05-01,552239,14056,23284,1,35532,35532,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,서울,수도권
2021-05-06,2021-05-01,552240,13723,22502,1,26593,26593,오프라인,,카드,매장구매,Electronics,Indoor Pet Camera,경기,수도권
2021-05-06,2021-05-01,552249,12748,85099B,1,9296,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,제주,비수도권
2021-05-08,2021-05-01,552253,14201,47566,2,44247,22124,온라인,앱,카드,새벽배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",대전,비수도권
2021-05-08,2021-05-01,552253,14201,84879,6,45320,7553,온라인,앱,카드,새벽배송,Cleanig Supplies,Pet Odor Eliminator,대전,비수도권
2021-05-08,2021-05-01,552254,16168,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-08,2021-05-01,552255,14005,22423,1,110754,110754,온라인,모바일웹,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-08,2021-05-01,552256,16621,22423,2,221508,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,인천,수도권
2021-05-08,2021-05-01,552257,16923,22197,1,7384,7384,온라인,앱,계좌이체,새벽배송,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-05-08,2021-05-01,552259,15796,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,대구,비수도권
2021-05-08,2021-05-01,552261,16807,23203,2,18593,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-05-08,2021-05-01,552261,16807,22197,4,29534,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-05-08,2021-05-01,552262,14911,85123A,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-08,2021-05-01,552264,14959,84879,6,45320,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-08,2021-05-01,552266,13975,47566,2,44247,22124,오프라인,,계좌이체,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",충남,비수도권
2021-05-08,2021-05-01,552266,13975,23298,2,85997,42999,오프라인,,계좌이체,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,충남,비수도권
2021-05-08,2021-05-01,552265,14161,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-08,2021-05-01,552265,14161,84879,2,15107,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-05-08,2021-05-01,552265,14161,23284,1,35532,35532,온라인,앱,카드,택배배송,Supplements,Purina Pro Plan Adult Sensitive Skin,서울,수도권
2021-05-08,2021-05-01,552265,14161,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-05-08,2021-05-01,552268,14709,85099B,4,37186,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,제주,비수도권
2021-05-08,2021-05-01,552268,14709,22386,4,72272,18068,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,제주,비수도권
2021-05-08,2021-05-01,552268,14709,23203,4,37186,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,제주,비수도권
2021-05-08,2021-05-01,552268,14709,23284,1,35532,35532,오프라인,,카드,매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,제주,비수도권
2021-05-08,2021-05-01,552267,15038,23284,1,35532,35532,오프라인,,카드,매장구매,Supplements,Purina Pro Plan Adult Sensitive Skin,경기,수도권
2021-05-08,2021-05-01,552269,16121,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-05-08,2021-05-01,552269,16121,85099B,1,9296,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-05-08,2021-05-01,552269,16121,22386,1,18068,18068,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-05-08,2021-05-01,552269,16121,23203,1,9296,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,서울,수도권
2021-05-08,2021-05-01,552269,16121,84879,1,7553,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-05-08,2021-05-01,552269,16121,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-05-08,2021-05-01,552269,16121,22960,1,18995,18995,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,서울,수도권
2021-05-08,2021-05-01,552270,16928,22423,1,110754,110754,오프라인,,계좌이체,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-05-08,2021-05-01,552271,13069,47566,1,22124,22124,오프라인,,계좌이체,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-05-08,2021-05-01,552271,13069,84879,1,7553,7553,오프라인,,계좌이체,매장구매,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-05-08,2021-05-01,552271,13069,23298,1,42999,42999,오프라인,,계좌이체,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-05-08,2021-05-01,552272,13694,47566,25,463702,18548,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",충북,비수도권
2021-05-08,2021-05-01,552273,13021,85099B,2,18593,9296,온라인,PC웹,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-05-08,2021-05-01,552273,13021,22502,1,26593,26593,온라인,PC웹,카드,택배배송,Electronics,Indoor Pet Camera,경기,수도권
